MODEL_STANDARD_NAME,CATE_NAME,VERSION
神龙雪铁龙云逸c4aircross230thp2018款1.2t5门5座mt4270*1770*1615国v前置前驱2018款230thp手动逸尚版,云逸 c4 aircross,逸尚
长城汽车weyweyvv7gt2020款2.0t5门5座dct4774*1931*1672国vi前置前驱2020款2.0t超豪型,wey vv7 gt,超豪
长城汽车weyweyvv72019款2.0t5门5座dct4765*1931*1655国v前置前驱2019款升级款2.0t旗舰型国v,wey vv7,旗舰
长城汽车weyweyvv72019款2.0t5门5座dct4765*1931*1655国v前置前驱2019款升级款2.0t超豪型国v,wey vv7,超豪
长城汽车weyweyvv72019款2.0t5门5座dct4765*1931*1655国v前置前驱2019款升级款2.0t豪华型国v,wey vv7,豪华
长城汽车weyweyvv72019款2.0t5门5座dct4765*1931*1655国vi前置前驱2019款升级款2.0t旗舰型国vi,wey vv7,旗舰
长城汽车weyweyvv72019款2.0t5门5座dct4765*1931*1655国vi前置前驱2019款升级款2.0t超豪型国vi,wey vv7,超豪
长城汽车weyweyvv72020款2.0t5门5座dct4760*1931*1655国vi前置前驱2020款2.0t超豪型,wey vv7,超豪
长城汽车weyweyvv72020款2.0t5门5座dct4760*1931*1655国vi前置前驱2020款2.0t豪华型,wey vv7,豪华
长城汽车weyweyp82018款2.0t5门5座dct4760*1931*1655国v前置四驱2018款2.0t旗舰型免税,wey p8,旗舰
长城汽车weyweyp82018款2.0t5门5座dct4760*1931*1655国v前置四驱2018款2.0t尊贵型免税,wey p8,尊贵
长城汽车weyweyvv62020款2.0t5门5座dct4625*1860*1720国vi前置四驱2020款2.0t四驱智驭+,wey vv6,nan
长城汽车weyweyvv62020款2.0t5门5座dct4625*1860*1720国vi前置前驱2020款2.0t两驱智护+,wey vv6,nan
长城汽车weyweyvv62020款2.0t5门5座dct4625*1860*1720国vi前置前驱2020款2.0t两驱智悦+,wey vv6,nan
长城汽车weyweyvv62019款2.0t5门5座dct4625*1860*1720国vi前置四驱2019款2.0t四驱旗舰型国vi,wey vv6,旗舰
长城汽车weyweyvv62019款2.0t5门5座dct4625*1860*1720国vi前置前驱2019款2.0t两驱旗舰型国vi,wey vv6,旗舰
长城汽车weyweyvv62019款2.0t5门5座dct4625*1860*1720国vi前置前驱2019款2.0t两驱超豪型国vi,wey vv6,超豪
长城汽车weyweyvv62019款2.0t5门5座dct4625*1860*1720国vi前置前驱2019款2.0t两驱豪华型国vi,wey vv6,豪华
长城汽车weyweyvv62018款2.0t5门5座dct4625*1860*1720国v前置四驱2018款2.0t四驱超豪型国v,wey vv6,超豪
长城汽车weyweyvv62018款2.0t5门5座dct4625*1860*1720国v前置前驱2018款2.0t两驱旗舰型国v,wey vv6,旗舰
长城汽车weyweyvv62018款2.0t5门5座dct4625*1860*1720国v前置前驱2018款2.0t两驱超豪型国v,wey vv6,超豪
长城汽车weyweyvv62018款2.0t5门5座dct4625*1860*1720国v前置前驱2018款2.0t两驱豪华型国v,wey vv6,豪华
长城汽车weyweyvv52019款2.0t5门5座dct4462*1857*1638国vi前置前驱2019款升级款2.0t两驱旗舰型国vi,wey vv5,旗舰
长城汽车weyweyvv52019款2.0t5门5座dct4462*1857*1638国vi前置前驱2019款升级款2.0t两驱超豪型国vi,wey vv5,超豪
长城汽车weyweyvv52019款2.0t5门5座dct4462*1857*1638国v前置前驱2019款升级款2.0t两驱超豪型国v,wey vv5,超豪
长城汽车weyweyvv52019款2.0t5门5座dct4462*1857*1638国v前置前驱2019款2.0t两驱终结版,wey vv5,终结
长城汽车weyweyvv52019款1.5t5门5座dct4462*1857*1638国vi前置前驱2019款1.5t两驱倾橙限量版,wey vv5,倾橙限量
长城汽车weyweyvv52019款1.5t5门5座dct4462*1857*1638国vi前置前驱2019款1.5t两驱颜先锋,wey vv5,nan
长城汽车weyweyvv52019款1.5t5门5座dct4462*1857*1638国vi前置前驱2019款1.5t两驱潮先锋,wey vv5,nan
北京现代现代encino昂希诺2018款1.6t5门5座dct4195*1800*1575国v前置前驱2018款1.6t双离合致跑版,encino 昂希诺,致跑
北京现代现代encino昂希诺2019款1.6t5门5座dct4195*1800*1575国v前置前驱2019款1.6t双离合钢铁侠版,encino 昂希诺,钢铁侠
北京现代现代encino昂希诺2019款1.6t5门5座dct4195*1800*1575国v前置前驱2019款1.6t双离合致跑版,encino 昂希诺,致跑
北京现代现代encino昂希诺2018款1.6t5门5座dct4195*1800*1575国v前置前驱2018款1.6t双离合致尚版,encino 昂希诺,致尚
新特汽车新特sitechdev12018款5门4座3735*1655*1550前置前驱2018款创智版免税,sitech dev 1,创智
神龙雪铁龙天逸c5aircross380thp2019款1.8t5门5座amt4510*1860*1705国v前置前驱2019款380thp旗舰型国v,天逸 c5 aircross,旗舰
神龙雪铁龙天逸c5aircross350thp2019款1.6t5门5座amt4510*1860*1705国v前置前驱2019款350thp悦享型国v,天逸 c5 aircross,悦享
神龙雪铁龙天逸c5aircross350thp2019款1.6t5门5座amt4510*1860*1705国v前置前驱2019款350thp乐享型国v,天逸 c5 aircross,乐享
神龙雪铁龙天逸c5aircross350thp2019款1.6t5门5座amt4510*1860*1705国v前置前驱2019款350thp进享型国v,天逸 c5 aircross,进享
神龙雪铁龙天逸c5aircross350thp2019款1.6t5门5座amt4510*1860*1670国v前置前驱2019款350thp舒适型国v,天逸 c5 aircross,舒适
神龙雪铁龙天逸c5aircross400thp2020款1.8t5门5座amt4510*1860*1705国vi前置前驱2020款400thp尊享型,天逸 c5 aircross,尊享
宝马m宝马宝马x6m2013款4.4t5门4座amt4876*1983*1684欧iv前置四驱2013款x6m,宝马x6 m,nan
上汽通用别克velite52017款增程式增程式5门5座ecvt4579*1811*1494国v前置前驱2017款时尚增程型,velite 5,时尚增程
梅赛德斯amg奔驰奔驰gleamg2018款3.0t5门5座amt4891*2003*1719欧v前置四驱2018款amggle434matic轿跑suv幻橙特别版,奔驰gle amg,幻橙特别
巴博斯巴博斯巴博斯m级2013款3.5l5门5座amt4804*1926*1796国iv(国v)前置四驱2013款35mr,巴博斯 m级,nan
宝马m宝马宝马x5m2010款4.4t5门5座amt4851*1994*1764欧iv前置四驱2010款x5m,宝马x5 m,nan
江南汽车众泰众泰t600coupe2017款1.8t5门5座dct4654*1893*1696国v前置前驱2017款1.8t旗舰型,众泰t600 coupe,旗舰
江南汽车众泰众泰t600coupe2017款1.8t5门5座dct4654*1893*1696国v前置前驱2017款1.8t尊贵型,众泰t600 coupe,尊贵
江南汽车众泰众泰t600coupe2017款1.8t5门5座dct4654*1893*1696国v前置前驱2017款1.8t尊享型,众泰t600 coupe,尊享
江南汽车众泰众泰t600coupe2017款1.8t5门5座dct4654*1893*1696国v前置前驱2017款1.8t豪华型,众泰t600 coupe,豪华
江南汽车众泰众泰t600coupe2017款1.5t5门5座mt4654*1893*1696国v前置前驱2017款1.5t手动尊享型,众泰t600 coupe,尊享
江南汽车众泰众泰t600coupe2017款1.5t5门5座amt4654*1893*1696国v前置前驱2017款1.5t尊贵型,众泰t600 coupe,尊贵
江南汽车众泰众泰t600coupe2017款1.5t5门5座amt4654*1893*1696国v前置前驱2017款1.5t尊享型,众泰t600 coupe,尊享
江南汽车众泰众泰t600coupe2017款1.8t5门5座dct4654*1893*1696国v前置前驱2017款1.8t互联网智尊型,众泰t600 coupe,动互联网 智尊
保时捷保时捷918spyder2014款4.6l2门2座dct4643*1940*1167欧v中置四驱2014款4.6l,918 spyder,nan
梅赛德斯amg奔驰amggt2017款4.0t2门2座dct4546*1939*1288欧vi前置后驱2017款amggts,amg gt,nan
长安标致雪铁龙dsds4s2016款1.6t5门5座amt4435*1843*1510国iv(国v)前置前驱2016款1.6t睿动版thp160,ds 4s,睿动
雪铁龙进口dsds52012款1.6t5门5座amt4530*1871*1513欧iv前置前驱2012款1.6t豪华版,ds 5,豪华
长安标致雪铁龙dsds52013款1.6t5门5座amt4530*1871*1520国iv(国v)前置前驱2013款1.6t豪华版thp160,ds 5,豪华
长安标致雪铁龙dsds52015款1.6t5门5座amt4530*1871*1520国iv(国v)前置前驱2015款1.6t雅致版thp160,ds 5,雅致
长安标致雪铁龙dsds5ls2014款1.6t4门5座amt4702*1840*1510国iv(国v)前置前驱2014款1.6t豪华版thp160,ds 5ls,豪华
长安标致雪铁龙dsds5ls2014款1.8l4门5座mt4702*1840*1510国iv(国v)前置前驱2014款1.8l手动舒适版vti140,ds 5ls,舒适
长安标致雪铁龙dsds5ls2015款1.6t4门5座amt4702*1840*1510国iv(国v)前置前驱2015款1.6t豪华版thp200,ds 5ls,豪华
长安标致雪铁龙dsds5ls2016款1.6t4门5座amt4702*1840*1510国v前置前驱2016款1.6t风尚版thp160,ds 5ls,风尚
长安标致雪铁龙dsds5ls2016款1.8t4门5座amt4702*1840*1510国v前置前驱2016款1.8t豪华版thp200,ds 5ls,豪华
长安标致雪铁龙dsds62014款1.6t5门5座amt4553*1858*1610国iv(国v)前置前驱2014款1.6t豪华版thp200,ds 6,豪华
长安标致雪铁龙dsds62016款1.8t5门5座amt4553*1858*1610国iv(国v)前置前驱2016款1.8t尊享版thp200,ds 6,尊享
长安标致雪铁龙dsds62017款1.8t5门5座amt4553*1858*1610国iv(国v)前置前驱2017款1.8t豪华版thp200,ds 6,豪华
长安标致雪铁龙dsds62017款1.8t5门5座amt4553*1858*1610国iv(国v)前置前驱2017款1.8t智尊版thp200,ds 6,智尊
广汽丰田丰田yarisl致炫2014款1.3l5门5座mt4115*1700*1485国iv(国v)前置前驱2014款1.3l手动灵动版,yaris l 致炫,灵动
广汽丰田丰田yarisl致炫2015款1.5l5门5座at4115*1700*1495国iv(国v)前置前驱2015款1.5g炫动天窗特别版,yaris l 致炫,炫动天窗特别
广汽丰田丰田yarisl致炫2016款1.5l5门5座at4115*1700*1495国iv(国v)前置前驱2016款1.5e劲速版,yaris l 致炫,劲速
丰田进口丰田fj酷路泽2007款4.0l5门5座at4670*1905*1830欧iv前置四驱2007款4.0l,fj 酷路泽,nan
srtjeep大切诺基srt2012款6.4l5门5座amt4846*1954*1749国iv前置四驱2012款6.4lsrt8,大切诺基 srt,nan
长城汽车哈弗哈弗h6coupe2015款2.0t5门5座mt4549*1835*1700国iv(国v)前置前驱2015款蓝标改款2.0t手动两驱都市型,哈弗h6 coupe,都市
长城汽车哈弗哈弗h6coupe2015款2.0t5门5座mt4549*1835*1700国iv(国v)前置四驱2015款蓝标2.0t手动四驱精英型,哈弗h6 coupe,精英
长城汽车哈弗哈弗h6coupe2015款2.0t5门5座dct4549*1835*1700国iv(国v)前置前驱2015款蓝标2.0t两驱尊贵型,哈弗h6 coupe,尊贵
长城汽车哈弗哈弗h6coupe2016款2.0t5门5座mt4549*1835*1700国v前置前驱2016款蓝标柴油2.0t手动两驱精英型国v,哈弗h6 coupe,精英
广汽传祺传祺gs5super2015款2.0l5门5座amt4750*1854*1690国iv(国v)前置前驱2015款2.0l两驱豪华导航版,传祺gs5 super,豪华导航
长城汽车哈弗哈弗h6coupe2016款2.0t5门5座mt4549*1835*1700国iv前置前驱2016款蓝标柴油2.0t手动两驱都市型国iv,哈弗h6 coupe,都市
长城汽车哈弗哈弗h6coupe2016款1.5t5门5座at4549*1835*1700国iv(国v)前置前驱2016款蓝标1.5t两驱都市型,哈弗h6 coupe,都市
长城汽车哈弗哈弗h6coupe2017款2.0t5门5座mt4589*1835*1700国v前置前驱2017款红标柴油2.0t手动两驱精英型国v,哈弗h6 coupe,精英
长城汽车哈弗哈弗h6coupe2017款2.0t5门5座dct4549*1835*1700国v前置前驱2017款蓝标2.0t两驱尊贵型,哈弗h6 coupe,尊贵
广汽传祺传祺gs5super2015款1.8t5门5座dct4750*1854*1690国v前置前驱2015款1.8t两驱豪华版,传祺gs5 super,豪华
广汽传祺传祺gs5super2016款1.8t5门5座amt4750*1854*1690国v前置四驱2016款1.8t四驱至尊版,传祺gs5 super,至尊
广汽传祺传祺gs5super2016款1.8t5门5座dct4750*1854*1690国v前置前驱2016款1.8t两驱豪华智慧版,传祺gs5 super,豪华智慧
长城汽车哈弗哈弗h6coupe2017款2.0t5门5座mt4589*1835*1700国v前置前驱2017款红标2.0t手动两驱都市型,哈弗h6 coupe,都市
上汽通用凯迪拉克凯迪拉克ct6plugin30e2017款2.0t4门5座ecvt5179*1879*1500国v前置后驱2017款30e精英型,凯迪拉克ct6 plugin,精英
smartsmartsmartfortwo2016款0.9t3门2座dct2695*1663*1542国v后置后驱2016款0.9t66千瓦敞篷极致版,smart fortwo,千瓦敞篷极致
smartsmartsmartfortwo2017款1.0l3门2座dct2695*1663*1555国v后置后驱2017款1.0l52千瓦硬顶挚爱特别版,smart fortwo,硬顶挚爱特别
长安铃木铃木天语sx42006款1.6l4门5座mt4490*1730*1555国iv(国v)前置前驱2006款三厢1.6l手动基本型,天语 sx4,基本
长安铃木铃木天语sx42007款1.6l5门5座at4135*1755*1605国iv(国v)前置前驱2007款两厢1.6l豪华型,天语 sx4,豪华
长安铃木铃木天语sx42007款1.6l5门5座mt4115*1730*1545国iv(国v)前置前驱2007款两厢1.6l手动标准型,天语 sx4,标准
长安铃木铃木天语sx42008款1.6l5门5座mt4115*1730*1555国iv(国v)前置前驱2008款两厢1.6l手动都市时尚型,天语 sx4,都市时尚
长安铃木铃木天语sx42008款1.6l4门5座mt4490*1730*1555国iv(国v)前置前驱2008款三厢1.6l手动豪华型,天语 sx4,豪华
长安铃木铃木天语sx42009款1.8l5门5座mt4135*1755*1605国iv(国v)前置前驱2009款两厢1.8l手动运动型,天语 sx4,运动
雷克萨斯f雷克萨斯雷克萨斯rcf2016款5.0l2门4座amt4705*1845*1390欧v前置后驱2016款f5.0l碳纤维版,雷克萨斯rc f,碳纤维
长安铃木铃木天语sx42010款1.6l5门5座at4135*1755*1605国iv(国v)前置前驱2010款两厢1.6l冠军限量版,天语 sx4,冠军限量
长安铃木铃木天语sx42011款1.6l5门5座mt4115*1730*1555国iv(国v)前置前驱2011款改款1.6l手动舒适型,天语 sx4,舒适
上汽大通上汽maxus上汽maxusv802012款2.5tmt4950*1998*2345国iv+obd前置前驱2012款2.5t中顶超值物流版c,上汽maxus v80,中顶超值物流
上汽大通上汽maxus上汽maxusv802012款2.5tmt5700*1998*2552国iv+obd前置前驱2012款2.5t定制版,上汽maxus v80,定制
上汽大通上汽maxus上汽maxusv802013款2.5tmt5725*1998*2710国iv+obd前置前驱2013款2.5t适尊房车a型-旅居版,上汽maxus v80,旅居
上汽大通上汽maxus上汽maxusv802014款2.5tmt5700*1998*2552国iv+obd前置前驱2014款2.5t商杰版长轴高顶,上汽maxus v80,商杰
长安铃木铃木天语sx42012款1.8l5门5座mt4135*1755*1605国iv(国v)前置前驱2012款锐骑1.8l手动运动型,天语 sx4,运动
长安铃木铃木天语sx42013款1.6l5门5座at4135*1755*1605国iv(国v)前置前驱2013款酷锐1.6l运动型,天语 sx4,运动
长安铃木铃木天语sx42013款1.6l5门5座mt4115*1730*1605国iv(国v)前置前驱2013款酷锐1.6l手动舒适型,天语 sx4,舒适
长安铃木铃木天语尚悦2011款1.6l4门5座mt4470*1730*1555国iv前置前驱2011款1.6l手动豪华型,天语 尚悦,豪华
smartsmartsmartfortwo2009款1.0l3门2座amt2695*1559*1542欧iv后置后驱2009款1.0mhd敞篷标准版,smart fortwo,标准
smartsmartsmartfortwo2010款1.0l3门2座amt2695*1559*1542欧iv后置后驱2010款1.0硬顶pure版,smart fortwo,nan
smartsmartsmartfortwo2011款1.0l3门2座amt2695*1559*1565欧iv后置后驱2011款1.0mhd敞篷燃橙版,smart fortwo,敞篷燃橙
smartsmartsmartfortwo2011款1.0t3门2座amt2695*1559*1542欧iv后置后驱2011款1.0t敞篷激情版,smart fortwo,敞篷激情
上汽大通上汽maxus上汽maxust602017款2.8tmt5680*1900*1809国iv前置四驱2017款2.8t柴油手动四驱高底盘舒享型大双排国iv,上汽maxus t60,高底盘 舒享
上汽大通上汽maxus上汽maxust602017款2.8tmt5680*1900*1809国iv前置四驱2017款2.8t柴油手动四驱高底盘舒适型大双排国iv,上汽maxus t60,高底盘 舒适
上汽大通上汽maxus上汽maxust602017款2.8tmt5680*1900*1809国iv前置后驱2017款2.8t柴油手动两驱高底盘精英型大双排国iv,上汽maxus t60,高底盘 精英
上汽大通上汽maxus上汽maxust602017款2.8tat5365*1900*1809国iv前置后驱2017款2.8t柴油两驱高底盘精英型小双排国iv,上汽maxus t60,高底盘 精英
smartsmartsmartfortwo2012款1.0l3门2座amt2695*1559*1565欧iv后置后驱2012款1.0mhd敞篷烈焰特别版,smart fortwo,敞篷烈焰特别
smartsmartsmartfortwo2012款1.0t3门2座amt2695*1559*1565欧iv后置后驱2012款1.0t敞篷激情版,smart fortwo,敞篷激情
smartsmartsmartfortwo2012款1.0l3门2座amt2695*1559*1565欧iv后置后驱2012款1.0mhd硬顶舒适版,smart fortwo,硬顶舒适
smartsmartsmartfortwo2012款1.0l3门2座amt2695*1559*1565欧iv后置后驱2012款1.0mhd硬顶激情版,smart fortwo,硬顶激情
东风裕隆纳智捷masterceo2013款2.2t5门4座amt4845*1876*1768国iv+obd前置前驱2013款2.2t行政版,master ceo,行政
上汽大通上汽maxus上汽maxusg102014款2.0t4门7座amt5168*1980*1928国v前置后驱2014款2.0t时尚版,上汽maxus g10,时尚
上汽大通上汽maxus上汽maxusg102014款2.0t4门7座amt5168*1980*1928国v前置后驱2014款2.0t精英版,上汽maxus g10,精英
上汽大通上汽maxus上汽maxusv802014款2.5tmt5700*1998*2552国iv+obd前置前驱2014款2.5t傲运通长轴高顶,上汽maxus v80,nan
上汽大通上汽maxus上汽maxusv802015款2.5tamt5995*1998*2372国iv前置前驱2015款2.5tamt商旅版加长轴中顶,上汽maxus v80,商旅
上汽大通上汽maxus上汽maxusv802015款2.5tamt4950*1998*2345国iv前置前驱2015款2.5tamt商旅版短轴中顶,上汽maxus v80,商旅
上汽大通上汽maxus上汽maxusv802015款2.5tmt5700*1998*2345国iv前置前驱2015款2.5t商旅版长轴中顶长轴中顶14-16座,上汽maxus v80,商旅
东风裕隆纳智捷大7mpv2013款2.0t5门7座amt4845*1876*1768国iv(国v)前置前驱2013款2.0t行政型,大7 mpv,行政
东风裕隆纳智捷大7mpv2013款2.0t5门7座amt4845*1876*1768国iv(国v)前置前驱2013款2.0t旗舰型,大7 mpv,旗舰
smartsmartsmartfortwo2013款1.0l3门2座amt2695*1559*1565欧iv后置后驱2013款1.0mhd新年特别版,smart fortwo,新年特别
smartsmartsmartfortwo2014款1.0l3门2座amt2695*1559*1565欧iv后置后驱2014款1.0mhd紫夜限量版,smart fortwo,紫夜限量
smartsmartsmartfortwo2014款1.0l3门2座amt2695*1559*1565欧iv后置后驱2014款1.0mhd硬顶城市光波激情版,smart fortwo,城市光波激情
miniminiminicountryman2011款1.6l5门5座amt4097*1789*1571欧v前置前驱2011款1.6lcooperexcitement,mini countryman,nan
miniminiminicountryman2013款1.6t5门5座amt4097*1789*1571欧v前置四驱2013款1.6tcooperall4fun,mini countryman,nan
miniminiminicountryman2014款1.6t5门5座amt4119*1789*1575欧iv前置前驱2014款1.6tcoopers,mini countryman,nan
上汽大通上汽maxus上汽maxusg102018款2.0t5门7座amt5168*1980*1928国v前置后驱2018款plus2.0t豪华版,上汽maxus g10,豪华
上汽大通上汽maxus上汽maxusg102018款1.9t5门7座amt5168*1980*1928国v前置后驱2018款plus1.9t豪华行政版柴油,上汽maxus g10,豪华行政
上汽大通上汽maxus上汽maxusg102018款2.4l4门7座mt5168*1980*1928国v前置后驱2018款plus2.4l手动精英版,上汽maxus g10,精英
